ID,Category_ID,Name,DOP_Refrigerate_Min,DOP_Refrigerate_Max,DOP_Freeze_Min,DOP_Freeze_Max,Safe_Minimum_Temperature,Current_Temperature,Current_Humidity
486,6,Chicken broth/stock/consommé ,,,,,5,19.3,14.7
487,6,Vegetable stock/broth ,,,,,5,19.3,14.7
488,23,Peanut butter,12.0,12.0,,,5,19.3,14.7
489,23,Peanut butter,12.0,12.0,,,5,19.3,14.7
490,7,Ricotta,2.0,2.0,,,5,19.3,14.7
491,19,Baby carrots,4.0,4.0,,,5,19.3,14.7
492,19,Jicama,2.0,3.0,,,5,19.3,14.7
493,19,Kimchi,6.0,12.0,,,5,19.3,14.7
494,19,Kohlrabi,1.0,1.0,,,5,19.3,14.7
495,18,Watermelon,3.0,4.0,,,5,19.3,14.7
496,18,Cantaloupe,5.0,15.0,,,5,19.3,14.7
497,18,Honeydew,3.0,4.0,,,5,19.3,14.7
498,9,Peanuts ,,,,,5,19.3,14.7
499,9,Refried beans,,,,,5,19.3,14.7
500,6,Relish,9.0,9.0,,,5,19.3,14.7
501,23,Tomato paste,,,,,5,19.3,14.7
502,23,Tapenade,9.0,9.0,,,5,19.3,14.7
503,23,Flaxseed,,,,,5,19.3,14.7
504,23,Flaxseed,12.0,12.0,,,5,19.3,14.7
505,19,Lemongrass,7.0,9.0,6.0,6.0,5,19.3,14.7
506,19,Cilantro,,,,,5,19.3,14.7
507,19,Mint,,,,,5,19.3,14.7
508,19,Basil,,,,,5,19.3,14.7
509,19,Basil,,,,,5,19.3,14.7
510,19,Oregano,,,,,5,19.3,14.7
511,19,Rosemary,,,,,5,19.3,14.7
512,19,Chives,,,,,5,19.3,14.7
513,19,Thyme,,,,,5,19.3,14.7
514,25,Turkey ,2.0,2.0,1.0,2.0,5,19.3,14.7
515,25,Ham,2.0,2.0,1.0,2.0,5,19.3,14.7
516,25,Salami ,2.0,2.0,1.0,2.0,5,19.3,14.7
517,25,Chicken,2.0,2.0,1.0,2.0,5,19.3,14.7
518,25,Canadian bacon,,,,,5,19.3,14.7
519,25,Canadian bacon,80.0,80.0,,,5,19.3,14.7
520,23,Canola oil,,,,,5,19.3,14.7
521,23,Almond oil,2.0,2.0,,,5,19.3,14.7
522,23,Sunflower oil,,,,,5,19.3,14.7
523,23,Grapeseed oil,,,,,5,19.3,14.7
524,6,Duck fat,,,,,5,19.3,14.7
525,6,Bacon grease,,,,,5,19.3,14.7
526,6,Frying oil,,,,,5,19.3,14.7
527,3,Almond extract,,,,,5,19.3,14.7
528,3,Cinnamon extract,,,,,5,19.3,14.7
529,3,Lemon extract,,,,,5,19.3,14.7
530,3,Pure vanilla extract,,,,,5,19.3,14.7
531,3,Butter flavor,,,,,5,19.3,14.7
532,3,Coconut flavor,,,,,5,19.3,14.7
533,23,"""Genuine"" Maple syrup",,,,,5,19.3,14.7
534,23,"""Genuine"" Maple syrup",,,,,5,19.3,14.7
536,5,Lemon juice,,,,,5,19.3,14.7
537,5,Apple juice,,,,,5,19.3,14.7
538,5,Carrot juice,,,,,5,19.3,14.7
539,5,Hard liquors,,,,,5,19.3,14.7
540,5,Cream liquors,,,,,5,19.3,14.7
541,5,Coffee,,,,,5,19.3,14.7
542,2,Macaroons,,,,,5,19.3,14.7
543,7,Milk,,,,,5,19.3,14.7
544,7,String Cheese,5.0,5.0,,,5,19.3,14.7
545,7,Vegan Cheddar Cheese,4.0,4.0,,,5,19.3,14.7
546,7,Quark,,,,,5,19.3,14.7
547,19,Zucchini,,,,,5,19.3,14.7
548,19,Hot peppers,1.0,1.0,,,5,19.3,14.7
549,19,Bean sprouts,5.0,10.0,,,5,19.3,14.7
550,19,Swiss chard,1.0,2.0,,,5,19.3,14.7
551,4,Puff pastry,,,,,5,19.3,14.7
552,4,Biscuits,,,,,5,19.3,14.7
553,9,Tortillas,60.0,90.0,,,5,19.3,14.7
554,4,Pie crust,,,,,5,19.3,14.7
555,23,Granola,,,,,5,19.3,14.7
556,23,Pork rinds,,,,,5,19.3,14.7
557,6,Apple cider vinegar,,,,,5,19.3,14.7
558,5,Nutrition supplement drinks,,,,,5,19.3,14.7
559,6,Hot sauce,,,,,5,19.3,14.7
560,6,Thai red curry paste,,,,,5,19.3,14.7
561,3,Yeast,,,,,5,19.3,14.7
562,18,Applesauce,,,,,5,19.3,14.7
563,12,Pate,,,,,5,19.3,14.7
564,14,Pate,,,,,5,19.3,14.7
565,6,Cranberry sauce,,,,,5,19.3,14.7
566,6,Cranberry sauce,,,,,5,19.3,14.7
567,5,Vegetable juice,,,,,5,19.3,14.7
568,5,Vegetable juice,,,,,5,19.3,14.7
569,5,Vegetable juice,,,,,5,19.3,14.7
570,19,Marinated vegetables,,,,,5,19.3,14.7
571,8,Pizza,,,,,5,19.3,14.7
572,25,Salsa,,,,,5,19.3,14.7
573,23,Chia seeds,,,,,5,19.3,14.7
574,2,Bread,,,,,5,19.3,14.7
575,9,Amaranth,,,,,5,19.3,14.7
576,3,Amaranth,,,,,5,19.3,14.7
577,9,Barley,,,,,5,19.3,14.7
578,3,Barley,,,,,5,19.3,14.7
579,9,Buckwheat,,,,,5,19.3,14.7
580,3,Buckwheat,,,,,5,19.3,14.7
581,9,Farro,,,,,5,19.3,14.7
582,3,Farro,,,,,5,19.3,14.7
583,9,Millet,,,,,5,19.3,14.7
584,3,Millet,,,,,5,19.3,14.7
585,9,Oats,,,,,5,19.3,14.7
586,3,Oats,,,,,5,19.3,14.7
587,9,Rye,,,,,5,19.3,14.7
588,3,Rye,,,,,5,19.3,14.7
589,9,Sorghum,,,,,5,19.3,14.7
590,3,Sorghum,,,,,5,19.3,14.7
591,9,Spelt,,,,,5,19.3,14.7
592,3,Spelt,,,,,5,19.3,14.7
593,9,Teff,,,,,5,19.3,14.7
594,3,Teff,,,,,5,19.3,14.7
595,10,Rabbit,,,,,5,19.3,14.7
596,19,Spaghetti squash,,,,,5,19.3,14.7
597,19,Spaghetti squash,,,,,5,19.3,14.7
598,3,Garam masala,,,,,5,19.3,14.7
599,6,Tomato sauce,,,,,5,19.3,14.7
600,19,Cherry tomatoes,,,,,5,19.3,14.7
601,23,Coconut cream,,,,,5,19.3,14.7
602,23,Coconut milk,,,,,5,19.3,14.7
603,25,Coleslaw,,,,,5,19.3,14.7
604,23,Pumpkin seeds,,,,,5,19.3,14.7
605,23,Pumpkin seeds,,,,,5,19.3,14.7
606,23,Pumpkin seeds,,,,,5,19.3,14.7
607,23,Pumpkin seeds,,,,,5,19.3,14.7
608,23,Sunflower seeds,,,,,5,19.3,14.7
609,23,Sunflower seeds,,,,,5,19.3,14.7
610,23,Sunflower seeds,,,,,5,19.3,14.7
611,19,Parsley,,,,,5,19.3,14.7
612,23,Sesame oil,,,,,5,19.3,14.7
613,23,Sesame seeds,,,,,5,19.3,14.7
614,23,Capers,,,,,5,19.3,14.7
615,23,Chocolate hazlenut spread,,,,,5,19.3,14.7
616,23,"Roasted nuts (peanuts, cashews, almonds)",,,,,5,19.3,14.7
617,23,Tuna,,,,,5,19.3,14.7
618,23,Tuna,,,,,5,19.3,14.7
619,23,Seafood,,,,,5,19.3,14.7
620,7,Pimento cheese,,,,,5,19.3,14.7
621,10,Bison,,,,,5,19.3,14.7
622,10,Bison,,,,,5,19.3,14.7
623,6,Salad dressing,,,,,5,19.3,14.7
624,6,Salad dressing,,,,,5,19.3,14.7
625,6,Salad dressing,,,,,5,19.3,14.7
626,6,Salad dressing,,,,,5,19.3,14.7
627,23,Grits,,,,,5,19.3,14.7
628,7,Cheese Curds,,,,,5,19.3,14.7
629,25,Vegetable soup,,,,,5,19.3,14.7
630,10,Chorizo,,,,,5,19.3,14.7
631,12,Chorizo,,,,,5,19.3,14.7
632,12,Chorizo,,,,,5,19.3,14.7
633,23,Beets,,,,,5,19.3,14.7
634,4,Cinnamon rolls,,,,,5,19.3,14.7
635,3,Cinnamon rolls,,,,,5,19.3,14.7
636,6,Cooking wine,,,,,5,19.3,14.7
637,9,Bulgur,,,,,5,19.3,14.7
638,10,Bratwurst,,,,,5,19.3,14.7
639,12,Bratwurst,,,,,5,19.3,14.7
640,19,Edamame,,,,,5,19.3,14.7
641,8,Edamame,,,2.0,2.0,5,19.3,14.7
642,23,Edamame,,,,,5,19.3,14.7
643,23,Breadcrumbs,,,,,5,19.3,14.7
644,23,Milk ,,,,,5,19.3,14.7
645,25,Salsa,,,,,5,19.3,14.7
646,6,Salsa,,,,,5,19.3,14.7
647,6,Tomato Sauce,,,,,5,19.3,14.7
648,6,Barbecue Sauce,,,,,5,19.3,14.7
649,7,Ghee,,,,,5,19.3,14.7
650,23,Corn syrup,,,,,5,19.3,14.7
651,23,Nutrition supplement drinks,,,,,5,19.3,14.7
652,23,Instant breakfast drinks,,,,,5,19.3,14.7
653,23,Pine nuts,,,,,5,19.3,14.7
654,3,Coconut flour,,,,,5,19.3,14.7
655,23,Pecans,,,,,5,19.3,14.7
656,23,Polenta,,,,,5,19.3,14.7
657,8,Polenta,,,,,5,19.3,14.7
658,23,Cereal or granola bars,,,,,5,19.3,14.7
659,23,Milk ,,,,,5,19.3,14.7
660,5,Coconut water,,,,,5,19.3,14.7
661,19,Celery root,,,,,5,19.3,14.7
662,5,Apple cider,,,,,5,19.3,14.7
663,5,Yuzu juice,9.0,12.0,,,5,19.3,14.7
664,5,Yuzu,,,,,5,19.3,14.7
665,12,Pastrami,,,,,5,19.3,14.7
666,8,Kugel,,,,,5,19.3,14.7
667,25,Kugel,,,,,5,19.3,14.7
668,23,Avocado Oil,,,,,5,19.3,14.7
669,6,Balsamic vinegar,,,,,5,19.3,14.7
670,6,Aioli,,,,,5,19.3,14.7
671,6,Salad dressing,,,,,5,19.3,14.7
672,23,Base,,,,,5,19.3,14.7
673,6,Anchovies,,,,,5,19.3,14.7
674,19,Radicchio,,,,,5,19.3,14.7
675,12,Prosciutto,,,,,5,19.3,14.7
676,12,Ham ,,,,,5,19.3,14.7
677,10,Ham ,,,,,5,19.3,14.7
678,19,Arugula,,,,,5,19.3,14.7
679,9,Mung bean,,,,,5,19.3,14.7
680,9,Mung bean,,,,,5,19.3,14.7
681,9,Mung bean,,,,,5,19.3,14.7
682,23,Croutons,,,,,5,19.3,14.7
683,12,Bacon,,,,,5,19.3,14.7
684,23,Mustard,,,,,5,19.3,14.7
